# size elapsedTime (-O0) elapsedTime(-O2)
8 0.0000021935 0.0000029564
16 0.0000204563 0.0000260830
32 0.0001638889 0.0002092838
64 0.0013225079 0.0013106823
128 0.0112663269 0.0046246529
256 0.1051543713 0.0315770149
512 1.0617877960 0.2920075893
1024 12.7143164158 4.5836266041
2048 212.7360206127 82.4365135670
