#size elapsedTime(naive) elapseTime(b=16)
16	6.39E-06	6.82E-06
32	5.26E-05	5.06E-05
64	0.000465488	0.000453138
128	0.00331478	0.00330553
256	0.0268214	0.0259876
512	0.264423	0.208546
1024	3.64889	1.67118
2048	75.5122	13.6725
