#size elapsedTime(naive) elapseTime(b=32)
32	5.25E-05	5.00E-05
64	0.000429392	0.000416946
128	0.00333252	0.00319819
256	0.0268887	0.025592
512	0.254628	0.205365
1024	3.6951	1.65639
2048	75.0241	13.4947
