#size elapsedTime(naive) elapseTime(b=8)
8	2.17E-06	1.07E-06
16	6.77E-06	6.96E-06
32	5.35E-05	5.18E-05
64	0.000409603	0.00041368
128	0.00420377	0.00414338
256	0.0326687	0.026181
512	0.268189	0.242178
1024	3.81764	1.81522
2048	77.0122	15.1138
