#size naive b=2 b=4 b=8 b=16 b=32 b=64 b=128
2	1.19E-07	3.10E-07
4	3.34E-07	3.81E-07
8	1.07E-06	1.19E-06
16	6.75E-06	7.77E-06
32	5.45E-05	5.85E-05
64	0.000416899	0.000469398
128	0.00576949	0.00378101
256	0.0278155	0.0349603
512	0.274706	0.2614
1024	9.34427	6.38587
2048	79.0881	53.1938
